OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount,OrderStatus,Company
O1052,C012,P077,2025-01-10 02:04:39,6,2293.7400000000002,Completed,Leblanc Ltd
O1052,C062,P094,2025-01-10 02:04:39,8,3167.84,Completed,Leblanc Ltd
O1053,C155,P098,2025-01-11 18:31:46,8,3531.12,Canceled,Smith LLC
O1053,C117,P080,2025-01-11 18:31:46,6,64.14,Canceled,Smith LLC
O1053,C025,P047,2025-01-11 18:31:46,4,614.84,Canceled,Smith LLC
O1054,C151,P031,2025-01-05 04:57:55,10,3190.4,Pending,Scott Ltd
O1054,C073,P068,2025-01-05 04:57:55,6,242.28000000000003,Pending,Scott Ltd
O1054,C031,P016,2025-01-05 04:57:55,5,2153.15,Pending,Scott Ltd
O1055,C155,P048,2025-01-05 21:09:00,1,338.98,Pending,Porter-Yates
O1056,C104,P042,2025-01-03 15:15:41,2,953.32,Pending,"Parks, Christensen and Morales"
O1057,C017,P051,2025-01-03 03:33:05,6,535.5600000000001,Canceled,"Hernandez, Foster and Zavala"
O1057,C045,P038,2025-01-03 03:33:05,3,1334.6999999999998,Canceled,"Hernandez, Foster and Zavala"
O1058,C111,P099,2025-01-01 18:36:03,5,547.35,Canceled,"Hubbard, Pittman and Norton"
O1058,C179,P081,2025-01-01 18:36:03,2,341.62,Canceled,"Hubbard, Pittman and Norton"
O1058,C024,P014,2025-01-01 18:36:03,2,340.92,Canceled,"Hubbard, Pittman and Norton"
O1059,C190,P099,2025-01-06 11:35:35,9,985.23,Canceled,"Garcia, Smith and Garrett"
O1059,C088,P004,2025-01-06 11:35:35,7,2039.1000000000001,Canceled,"Garcia, Smith and Garrett"
O1060,C073,P045,2025-01-05 15:35:21,8,257.04,Canceled,Wolfe Group
O1061,C158,P093,2025-01-07 16:58:01,7,2566.6200000000003,Canceled,Jacobs Inc
O1061,C108,P000,2025-01-07 16:58:01,2,359.54,Canceled,Jacobs Inc
O1061,C179,P032,2025-01-07 16:58:01,1,228.88,Canceled,Jacobs Inc
O1061,C182,P076,2025-01-07 16:58:01,4,1503.16,Canceled,Jacobs Inc
O1062,C011,P039,2025-01-11 05:45:37,5,1923.15,Canceled,"Lee, Blair and Miles"
O1062,C199,P079,2025-01-11 05:45:37,6,2732.94,Canceled,"Lee, Blair and Miles"
O1062,C088,P001,2025-01-11 05:45:37,4,1099.52,Canceled,"Lee, Blair and Miles"
O1062,C098,P049,2025-01-11 05:45:37,7,2394.91,Canceled,"Lee, Blair and Miles"
O1063,C110,P025,2025-01-13 19:50:42,1,308.29,Completed,
O1063,C167,P029,2025-01-13 19:50:42,8,3528.64,Completed,
O1063,C195,P070,2025-01-13 19:50:42,2,349.82,Completed,
O1064,C038,P075,2025-01-07 20:13:39,7,2531.5499999999997,Pending,May Group
O1064,C154,P046,2025-01-07 20:13:39,6,613.38,Pending,May Group
O1064,C008,P098,2025-01-07 20:13:39,1,441.39,Pending,May Group
O1065,C111,P019,2025-01-08 21:25:59,7,992.9499999999999,Pending,Espinoza-Davis
O1066,C006,P080,2025-01-08 09:50:13,9,96.21,Completed,Bradley Group
O1067,C154,P099,2025-01-05 02:14:33,3,328.40999999999997,Pending,Cervantes and Sons
O1067,C052,P088,2025-01-05 02:14:33,2,297.28,Pending,Cervantes and Sons
O1068,C058,P046,2025-01-09 21:33:20,1,102.23,Canceled,Ramsey Group
O1068,C060,P091,2025-01-09 21:33:20,3,518.22,Canceled,Ramsey Group
O1068,C155,P037,2025-01-09 21:33:20,4,1933.88,Canceled,Ramsey Group
O1069,C031,P071,2025-01-05 21:56:03,1,313.57,Completed,
O1069,C167,P059,2025-01-05 21:56:03,10,2211.2,Completed,
O1069,C045,P019,2025-01-05 21:56:03,7,992.9499999999999,Completed,
O1070,C119,P046,2025-01-04 14:43:55,8,817.84,Pending,Anderson-Fox
O1070,C174,P046,2025-01-04 14:43:55,1,102.23,Pending,Anderson-Fox
O1070,C105,P066,2025-01-04 14:43:55,2,928.72,Pending,Anderson-Fox
O1071,C099,P007,2025-01-12 01:23:17,8,2588.96,Canceled,"Rogers, Mathis and Torres"
O1071,C157,P093,2025-01-12 01:23:17,6,2199.96,Canceled,"Rogers, Mathis and Torres"
O1071,C181,P086,2025-01-12 01:23:17,3,460.32,Canceled,"Rogers, Mathis and Torres"
O1071,C153,P012,2025-01-12 01:23:17,8,2430.24,Canceled,"Rogers, Mathis and Torres"
O1072,C036,P086,2025-01-02 19:40:16,5,767.2,Canceled,"Taylor, Horn and Lynch"
O1073,C139,P033,2025-01-11 06:56:54,7,990.29,Canceled,
O1073,C144,P008,2025-01-11 06:56:54,8,1031.04,Canceled,
O1073,C130,P009,2025-01-11 06:56:54,7,1577.03,Canceled,
O1073,C174,P022,2025-01-11 06:56:54,9,4181.22,Canceled,
O1074,C190,P065,2025-01-08 16:04:44,6,494.88,Canceled,Bowman and Sons
O1074,C191,P020,2025-01-08 16:04:44,2,366.96,Canceled,Bowman and Sons
O1074,C149,P024,2025-01-08 16:04:44,3,1409.67,Canceled,Bowman and Sons
O1074,C084,P013,2025-01-08 16:04:44,10,1979.9,Canceled,Bowman and Sons
O1075,C198,P023,2025-01-08 15:51:35,3,1161.09,Completed,Fuller-Boone
O1075,C118,P055,2025-01-08 15:51:35,1,230.4,Completed,Fuller-Boone
O1075,C177,P032,2025-01-08 15:51:35,8,1831.04,Completed,Fuller-Boone
O1075,C124,P093,2025-01-08 15:51:35,4,1466.64,Completed,Fuller-Boone
O1076,C157,P061,2025-01-11 05:24:32,8,2880.88,Canceled,"Gutierrez, Hansen and Spencer"
O1076,C020,P061,2025-01-11 05:24:32,9,3240.9900000000002,Canceled,"Gutierrez, Hansen and Spencer"
O1076,C007,P045,2025-01-11 05:24:32,10,321.3,Canceled,"Gutierrez, Hansen and Spencer"
O1077,C117,P070,2025-01-03 12:28:45,2,349.82,Pending,Baldwin PLC
O1077,C138,P058,2025-01-03 12:28:45,6,1160.76,Pending,Baldwin PLC
O1077,C021,P033,2025-01-03 12:28:45,1,141.47,Pending,Baldwin PLC
O1078,C173,P082,2025-01-07 20:19:27,9,683.28,Pending,Fuller-Rodriguez
O1078,C163,P093,2025-01-07 20:19:27,7,2566.6200000000003,Pending,Fuller-Rodriguez
O1078,C115,P085,2025-01-07 20:19:27,10,305.7,Pending,Fuller-Rodriguez
O1079,C078,P052,2025-01-11 13:39:53,5,858.75,Pending,Sharp Inc
O1080,C191,P007,2025-01-07 13:15:10,6,1941.72,Completed,Harrison LLC
O1081,C161,P025,2025-01-02 12:22:35,10,3082.9,Pending,"Weiss, Cunningham and Rodriguez"
O1081,C194,P037,2025-01-02 12:22:35,3,1450.41,Pending,"Weiss, Cunningham and Rodriguez"
O1081,C034,P051,2025-01-02 12:22:35,7,624.82,Pending,"Weiss, Cunningham and Rodriguez"
O1081,C157,P087,2025-01-02 12:22:35,2,343.82,Pending,"Weiss, Cunningham and Rodriguez"
O1082,C026,P072,2025-01-03 18:26:37,7,2958.1299999999997,Canceled,"Jackson, Zuniga and Cook"
O1082,C113,P054,2025-01-03 18:26:37,5,1260.4,Canceled,"Jackson, Zuniga and Cook"
O1082,C093,P036,2025-01-03 18:26:37,3,1007.04,Canceled,"Jackson, Zuniga and Cook"
O1083,C041,P024,2025-01-02 07:45:01,2,939.78,Pending,Lee-Meyer
O1084,C173,P089,2025-01-02 07:59:16,6,1010.4000000000001,Completed,Cox and Sons
O1085,C017,P084,2025-01-13 18:49:22,8,2981.2,Completed,"Ward, Walker and Keller"
O1086,C059,P064,2025-01-12 22:13:43,7,2008.02,Canceled,"Hansen, Kaiser and Paul"
O1087,C139,P029,2025-01-06 01:22:03,5,2205.4,Pending,"Perkins, Weaver and Powell"
O1087,C060,P058,2025-01-06 01:22:03,2,386.92,Pending,"Perkins, Weaver and Powell"
O1087,C022,P060,2025-01-06 01:22:03,3,364.86,Pending,"Perkins, Weaver and Powell"
O1087,C096,P097,2025-01-06 01:22:03,9,1684.08,Pending,"Perkins, Weaver and Powell"
O1088,C166,P047,2025-01-09 15:51:21,3,461.13,Completed,Pineda-Smith
O1088,C133,P008,2025-01-09 15:51:21,7,902.16,Completed,Pineda-Smith
O1088,C128,P026,2025-01-09 15:51:21,6,2686.7400000000002,Completed,Pineda-Smith
O1089,C018,P050,2025-01-02 01:26:49,6,208.26,Completed,Clark and Sons
O1089,C016,P033,2025-01-02 01:26:49,4,565.88,Completed,Clark and Sons
O1090,C125,P066,2025-01-11 01:03:44,2,928.72,Canceled,Elliott Inc
O1090,C196,P009,2025-01-11 01:03:44,5,1126.45,Canceled,Elliott Inc
O1090,C011,P085,2025-01-11 01:03:44,2,61.14,Canceled,Elliott Inc
O1090,C069,P081,2025-01-11 01:03:44,6,1024.8600000000001,Canceled,Elliott Inc
O1091,C070,P035,2025-01-06 23:24:56,9,122.04,Completed,"Hernandez, Wilkerson and Thomas"
O1092,C083,P074,2025-01-10 06:14:33,2,443.58,Pending,Peterson-Bowers
O1092,C198,P080,2025-01-10 06:14:33,2,21.38,Pending,Peterson-Bowers
O1092,C186,P020,2025-01-10 06:14:33,2,366.96,Pending,Peterson-Bowers
O1092,C004,P043,2025-01-10 06:14:33,9,3794.85,Pending,Peterson-Bowers
O1093,C069,P059,2025-01-05 18:53:45,7,1547.8400000000001,Pending,Wilson PLC
O1093,C144,P014,2025-01-05 18:53:45,3,511.38,Pending,Wilson PLC
O1093,C016,P097,2025-01-05 18:53:45,7,1309.8400000000001,Pending,Wilson PLC
O1094,C189,P049,2025-01-12 11:18:50,6,2052.7799999999997,Pending,Moore and Sons
O1095,C172,P003,2025-01-12 18:00:36,9,1974.42,Canceled,Cortez PLC
O1095,C031,P098,2025-01-12 18:00:36,3,1324.17,Canceled,Cortez PLC
O1095,C078,P030,2025-01-12 18:00:36,3,476.31000000000006,Canceled,Cortez PLC
O1096,C191,P000,2025-01-08 20:22:19,1,179.77,Canceled,Chung-Haynes
O1096,C153,P009,2025-01-08 20:22:19,10,2252.9,Canceled,Chung-Haynes
O1096,C099,P094,2025-01-08 20:22:19,9,3563.82,Canceled,Chung-Haynes
O1097,C132,P067,2025-01-13 14:01:30,6,2646.8999999999996,Completed,"Clark, Berg and Reynolds"
O1098,C085,P022,2025-01-09 17:24:40,1,464.58,Canceled,Thomas Group
O1098,C019,P091,2025-01-09 17:24:40,3,518.22,Canceled,Thomas Group
O1098,C102,P096,2025-01-09 17:24:40,3,1248.3600000000001,Canceled,Thomas Group
O1098,C154,P062,2025-01-09 17:24:40,5,332.95000000000005,Canceled,Thomas Group
O1099,C135,P032,2025-01-01 12:41:22,4,915.52,Pending,Castaneda-Shepherd
O1099,C151,P002,2025-01-01 12:41:22,6,2242.92,Pending,Castaneda-Shepherd
O1099,C150,P032,2025-01-01 12:41:22,5,1144.4,Pending,Castaneda-Shepherd
O1100,C067,P027,2025-01-06 21:14:45,10,2297.1,Completed,Anderson Ltd
O1100,C061,P087,2025-01-06 21:14:45,10,1719.1,Completed,Anderson Ltd
O1100,C087,P069,2025-01-06 21:14:45,4,555.2,Completed,Anderson Ltd
O1100,C043,P097,2025-01-06 21:14:45,1,187.12,Completed,Anderson Ltd
O1101,C112,P065,2025-01-03 01:18:11,8,659.84,Canceled,"Nelson, Gibson and Martin"
O1101,C015,P080,2025-01-03 01:18:11,9,96.21,Canceled,"Nelson, Gibson and Martin"
O1102,C181,P093,2025-01-14 00:49:23,4,1466.64,Completed,Hill Inc
O1102,C035,P074,2025-01-14 00:49:23,2,443.58,Completed,Hill Inc
O1102,C128,P097,2025-01-14 00:49:23,7,1309.8400000000001,Completed,Hill Inc
O1102,C033,P080,2025-01-14 00:49:23,3,32.07,Completed,Hill Inc
O1103,C088,P053,2025-01-08 20:18:08,4,1219.8,Canceled,Miller LLC
O1103,C124,P091,2025-01-08 20:18:08,1,172.74,Canceled,Miller LLC
O1103,C097,P009,2025-01-08 20:18:08,3,675.87,Canceled,Miller LLC
O1104,C027,P012,2025-01-09 05:19:57,10,3037.7999999999997,Canceled,"Moore, Willis and Hall"
O1105,C182,P035,2025-01-09 13:49:46,9,122.04,Pending,White-Gilbert
O1106,C026,P032,2025-01-08 16:10:59,9,2059.92,Pending,Rose Group
O1106,C040,P082,2025-01-08 16:10:59,9,683.28,Pending,Rose Group
O1107,C153,P058,2025-01-12 05:44:04,8,1547.68,Pending,Johnson-Collins
O1107,C199,P034,2025-01-12 05:44:04,10,2502.2,Pending,Johnson-Collins
O1107,C100,P017,2025-01-12 05:44:04,7,1817.6200000000001,Pending,Johnson-Collins
O1107,C143,P064,2025-01-12 05:44:04,2,573.72,Pending,Johnson-Collins
O1108,C023,P007,2025-01-12 00:59:17,6,1941.72,Canceled,"Thompson, Roman and Robinson"
O1108,C172,P020,2025-01-12 00:59:17,10,1834.8,Canceled,"Thompson, Roman and Robinson"
O1108,C034,P096,2025-01-12 00:59:17,7,2912.84,Canceled,"Thompson, Roman and Robinson"
O1109,C072,P088,2025-01-06 03:50:42,3,445.91999999999996,Canceled,
O1110,C108,P024,2025-01-07 23:05:01,5,2349.45,Pending,Chen and Sons
O1111,C167,P048,2025-01-11 06:57:56,2,677.96,Completed,Thompson-Rich
O1111,C101,P021,2025-01-11 06:57:56,4,1416.6,Completed,Thompson-Rich
O1111,C093,P055,2025-01-11 06:57:56,1,230.4,Completed,Thompson-Rich
O1111,C148,P090,2025-01-11 06:57:56,7,2975.49,Completed,Thompson-Rich
O1112,C127,P098,2025-01-06 17:18:32,5,2206.95,Completed,Schneider Inc
O1112,C072,P000,2025-01-06 17:18:32,8,1438.16,Completed,Schneider Inc
O1112,C165,P085,2025-01-06 17:18:32,6,183.42000000000002,Completed,Schneider Inc
O1113,C054,P049,2025-01-05 22:30:10,10,3421.3,Pending,
O1113,C053,P056,2025-01-05 22:30:10,10,2461.8,Pending,
O1114,C088,P008,2025-01-07 21:11:53,1,128.88,Pending,Barker Ltd
O1114,C067,P009,2025-01-07 21:11:53,3,675.87,Pending,Barker Ltd
O1115,C169,P035,2025-01-08 08:17:22,5,67.8,Pending,Baker-Vasquez
O1115,C004,P087,2025-01-08 08:17:22,6,1031.46,Pending,Baker-Vasquez
O1115,C083,P047,2025-01-08 08:17:22,2,307.42,Pending,Baker-Vasquez
O1116,C078,P028,2025-01-04 13:07:21,2,149.0,Canceled,"Davis, Green and Dickerson"
O1116,C082,P026,2025-01-04 13:07:21,8,3582.32,Canceled,"Davis, Green and Dickerson"
O1116,C157,P043,2025-01-04 13:07:21,4,1686.6,Canceled,"Davis, Green and Dickerson"
O1116,C129,P040,2025-01-04 13:07:21,4,461.8,Canceled,"Davis, Green and Dickerson"
O1117,C198,P040,2025-01-11 11:35:35,8,923.6,Completed,"Butler, Bailey and Andrews"
O1117,C038,P035,2025-01-11 11:35:35,9,122.04,Completed,"Butler, Bailey and Andrews"
O1117,C126,P048,2025-01-11 11:35:35,3,1016.94,Completed,"Butler, Bailey and Andrews"
O1118,C172,P011,2025-01-05 10:20:24,2,101.8,Completed,Long-Young
O1118,C194,P056,2025-01-05 10:20:24,4,984.72,Completed,Long-Young
O1119,C034,P048,2025-01-03 05:41:04,1,338.98,Pending,"Johnston, Simpson and Crawford"
O1119,C030,P035,2025-01-03 05:41:04,4,54.24,Pending,"Johnston, Simpson and Crawford"
O1120,C053,P063,2025-01-13 04:35:58,5,1146.25,Canceled,Fox-Long
O1121,C129,P036,2025-01-04 03:42:45,5,1678.4,Canceled,Leon and Sons
O1121,C010,P058,2025-01-04 03:42:45,3,580.38,Canceled,Leon and Sons
O1122,C077,P047,2025-01-03 20:24:09,4,614.84,Pending,"Bentley, Scott and Malone"
O1122,C121,P066,2025-01-03 20:24:09,10,4643.6,Pending,"Bentley, Scott and Malone"
O1122,C171,P039,2025-01-03 20:24:09,1,384.63,Pending,"Bentley, Scott and Malone"
O1122,C082,P059,2025-01-03 20:24:09,5,1105.6,Pending,"Bentley, Scott and Malone"
O1123,C088,P055,2025-01-12 00:48:57,10,2304.0,Pending,Miller-Hayes
O1123,C035,P002,2025-01-12 00:48:57,6,2242.92,Pending,Miller-Hayes
O1124,C040,P000,2025-01-04 00:35:02,10,1797.7,Canceled,"Henry, Lopez and Hernandez"
O1124,C160,P024,2025-01-04 00:35:02,7,3289.23,Canceled,"Henry, Lopez and Hernandez"
O1125,C127,P043,2025-01-04 04:15:12,3,1264.9499999999998,Completed,Moody-Brown
O1125,C085,P073,2025-01-04 04:15:12,6,2163.48,Completed,Moody-Brown
O1125,C160,P007,2025-01-04 04:15:12,6,1941.72,Completed,Moody-Brown
O1126,C190,P008,2025-01-11 07:41:42,5,644.4,Completed,Alvarez-Foster
O1126,C084,P060,2025-01-11 07:41:42,4,486.48,Completed,Alvarez-Foster
O1126,C174,P028,2025-01-11 07:41:42,10,745.0,Completed,Alvarez-Foster
O1126,C069,P091,2025-01-11 07:41:42,6,1036.44,Completed,Alvarez-Foster
O1127,C130,P089,2025-01-11 17:36:35,8,1347.2,Completed,Lewis-Houston
O1127,C008,P021,2025-01-11 17:36:35,8,2833.2,Completed,Lewis-Houston
O1127,C097,P089,2025-01-11 17:36:35,6,1010.4000000000001,Completed,Lewis-Houston
O1128,C143,P040,2025-01-02 04:27:13,8,923.6,Canceled,Schmitt-Johnson
O1128,C088,P019,2025-01-02 04:27:13,10,1418.5,Canceled,Schmitt-Johnson
O1129,C055,P080,2025-01-08 17:09:00,2,21.38,Completed,"Powers, Kramer and Howell"
O1129,C151,P052,2025-01-08 17:09:00,3,515.25,Completed,"Powers, Kramer and Howell"
O1130,C198,P051,2025-01-07 16:29:09,6,535.5600000000001,Canceled,Salas Group
O1130,C147,P049,2025-01-07 16:29:09,10,3421.3,Canceled,Salas Group
O1131,C050,P048,2025-01-06 00:28:31,5,1694.9,Completed,
O1132,C171,P058,2025-01-06 19:02:31,1,193.46,Canceled,Johnson-Floyd
O1133,C190,P045,2025-01-11 21:54:01,8,257.04,Completed,Young Group
O1133,C097,P024,2025-01-11 21:54:01,3,1409.67,Completed,Young Group
O1134,C104,P099,2025-01-11 17:14:50,3,328.40999999999997,Canceled,"Cortez, Wallace and Rivera"
O1134,C193,P085,2025-01-11 17:14:50,10,305.7,Canceled,"Cortez, Wallace and Rivera"
O1134,C158,P031,2025-01-11 17:14:50,1,319.04,Canceled,"Cortez, Wallace and Rivera"
O1135,C050,P069,2025-01-05 14:34:42,5,694.0,Canceled,
O1135,C167,P097,2025-01-05 14:34:42,9,1684.08,Canceled,
O1135,C043,P006,2025-01-05 14:34:42,8,2854.32,Canceled,
O1136,C050,P062,2025-01-05 02:47:43,10,665.9000000000001,Completed,Carpenter Group
O1136,C024,P013,2025-01-05 02:47:43,4,791.96,Completed,Carpenter Group
O1137,C060,P060,2025-01-07 19:54:11,3,364.86,Canceled,"Jones, Green and Allen"
O1138,C116,P074,2025-01-07 08:16:01,1,221.79,Canceled,"Russo, Vance and Gallagher"
O1138,C151,P027,2025-01-07 08:16:01,4,918.84,Canceled,"Russo, Vance and Gallagher"
O1138,C033,P049,2025-01-07 08:16:01,4,1368.52,Canceled,"Russo, Vance and Gallagher"
O1139,C026,P081,2025-01-13 23:04:41,8,1366.48,Completed,Khan-Torres
O1139,C073,P003,2025-01-13 23:04:41,3,658.14,Completed,Khan-Torres
O1139,C122,P044,2025-01-13 23:04:41,3,297.81,Completed,Khan-Torres
O1140,C194,P048,2025-01-09 17:18:33,10,3389.8,Canceled,
O1140,C024,P054,2025-01-09 17:18:33,6,1512.48,Canceled,
O1141,C132,P070,2025-01-03 11:37:57,1,174.91,Completed,Hall-Wilson
O1141,C134,P071,2025-01-03 11:37:57,10,3135.7,Completed,Hall-Wilson
O1141,C111,P020,2025-01-03 11:37:57,3,550.4399999999999,Completed,Hall-Wilson
O1141,C195,P090,2025-01-03 11:37:57,5,2125.35,Completed,Hall-Wilson
O1142,C121,P071,2025-01-13 09:52:47,2,627.14,Canceled,Harper-Spears
O1143,C194,P099,2025-01-04 00:39:15,5,547.35,Canceled,Jones Ltd
O1143,C140,P087,2025-01-04 00:39:15,7,1203.37,Canceled,Jones Ltd
O1143,C111,P088,2025-01-04 00:39:15,1,148.64,Canceled,Jones Ltd
O1144,C155,P026,2025-01-09 19:10:06,9,4030.11,Completed,Martinez Ltd
O1145,C079,P098,2025-01-04 09:43:37,9,3972.5099999999998,Completed,
O1145,C033,P080,2025-01-04 09:43:37,7,74.83,Completed,
O1145,C186,P050,2025-01-04 09:43:37,9,312.39,Completed,
O1145,C073,P055,2025-01-04 09:43:37,7,1612.8,Completed,
O1146,C110,P084,2025-01-06 09:06:02,10,3726.5,Canceled,Gates and Sons
O1146,C007,P057,2025-01-06 09:06:02,1,345.68,Canceled,Gates and Sons
O1146,C136,P074,2025-01-06 09:06:02,6,1330.74,Canceled,Gates and Sons
O1146,C137,P020,2025-01-06 09:06:02,3,550.4399999999999,Canceled,Gates and Sons
O1147,C115,P050,2025-01-08 20:19:56,2,69.42,Pending,"Anderson, Morse and Hudson"
O1147,C166,P017,2025-01-08 20:19:56,5,1298.3000000000002,Pending,"Anderson, Morse and Hudson"
O1147,C098,P070,2025-01-08 20:19:56,9,1574.19,Pending,"Anderson, Morse and Hudson"
O1148,C129,P064,2025-01-11 15:06:25,10,2868.6000000000004,Canceled,West-Barnes
O1148,C040,P050,2025-01-11 15:06:25,2,69.42,Canceled,West-Barnes
O1148,C109,P098,2025-01-11 15:06:25,7,3089.73,Canceled,West-Barnes
O1149,C180,P014,2025-01-01 13:00:57,2,340.92,Canceled,Ford LLC
O1149,C153,P034,2025-01-01 13:00:57,2,500.44,Canceled,Ford LLC
O1150,C123,P058,2025-01-04 11:38:47,1,193.46,Canceled,Shepherd Group
O1150,C033,P008,2025-01-04 11:38:47,2,257.76,Canceled,Shepherd Group
O1151,C091,P039,2025-01-02 06:15:06,5,1923.15,Completed,Huang-Wheeler
O1151,C164,P085,2025-01-02 06:15:06,1,30.57,Completed,Huang-Wheeler
O1152,C198,P003,2025-01-08 01:30:02,5,1096.9,Completed,Brown and Sons
O1152,C045,P039,2025-01-08 01:30:02,10,3846.3,Completed,Brown and Sons
O1153,C159,P066,2025-01-12 07:36:58,6,2786.16,Canceled,Collins Ltd
O1153,C091,P021,2025-01-12 07:36:58,8,2833.2,Canceled,Collins Ltd
O1153,C039,P041,2025-01-12 07:36:58,8,3864.16,Canceled,Collins Ltd
O1154,C033,P075,2025-01-11 08:33:36,2,723.3,Pending,Hensley Ltd
O1155,C062,P061,2025-01-01 02:23:42,5,1800.5500000000002,Pending,
O1155,C080,P061,2025-01-01 02:23:42,5,1800.5500000000002,Pending,
O1155,C040,P006,2025-01-01 02:23:42,4,1427.16,Pending,
O1155,C051,P005,2025-01-01 02:23:42,8,3108.16,Pending,
O1156,C041,P058,2025-01-08 10:54:36,7,1354.22,Completed,"Mason, Green and Johnson"
O1156,C162,P042,2025-01-08 10:54:36,7,3336.6200000000003,Completed,"Mason, Green and Johnson"
O1156,C145,P019,2025-01-08 10:54:36,7,992.9499999999999,Completed,"Mason, Green and Johnson"
O1157,C089,P026,2025-01-03 01:18:58,1,447.79,Completed,Dunn LLC
O1157,C074,P031,2025-01-03 01:18:58,10,3190.4,Completed,Dunn LLC
O1158,C181,P082,2025-01-01 11:54:54,6,455.52,Canceled,Evans-Curry
O1158,C144,P007,2025-01-01 11:54:54,1,323.62,Canceled,Evans-Curry
O1158,C010,P051,2025-01-01 11:54:54,8,714.08,Canceled,Evans-Curry
O1159,C184,P067,2025-01-04 01:19:04,4,1764.6,Completed,Flores PLC
O1160,C137,P013,2025-01-05 00:35:16,2,395.98,Completed,Johnston-Smith
O1160,C121,P068,2025-01-05 00:35:16,4,161.52,Completed,Johnston-Smith
O1161,C184,P016,2025-01-11 06:56:46,2,861.26,Canceled,"Barnett, Graham and Martinez"
O1162,C017,P060,2025-01-07 23:23:47,2,243.24,Pending,
O1162,C050,P086,2025-01-07 23:23:47,6,920.64,Pending,
O1163,C128,P070,2025-01-04 01:40:40,6,1049.46,Canceled,Grimes-Waters
O1163,C039,P043,2025-01-04 01:40:40,5,2108.25,Canceled,Grimes-Waters
O1164,C104,P054,2025-01-05 21:02:40,3,756.24,Pending,Maxwell PLC
O1165,C105,P033,2025-01-05 07:46:27,3,424.40999999999997,Canceled,Lawson Inc
O1165,C138,P011,2025-01-05 07:46:27,5,254.5,Canceled,Lawson Inc
O1165,C087,P056,2025-01-05 07:46:27,8,1969.44,Canceled,Lawson Inc
O1165,C143,P049,2025-01-05 07:46:27,7,2394.91,Canceled,Lawson Inc
O1166,C029,P006,2025-01-02 00:29:45,4,1427.16,Canceled,"Bird, Jensen and Hobbs"
O1166,C163,P059,2025-01-02 00:29:45,6,1326.72,Canceled,"Bird, Jensen and Hobbs"
O1166,C002,P030,2025-01-02 00:29:45,9,1428.93,Canceled,"Bird, Jensen and Hobbs"
O1167,C148,P046,2025-01-01 13:27:33,4,408.92,Pending,Morgan PLC
O1167,C030,P064,2025-01-01 13:27:33,10,2868.6000000000004,Pending,Morgan PLC
O1167,C128,P013,2025-01-01 13:27:33,7,1385.93,Pending,Morgan PLC
O1167,C175,P002,2025-01-01 13:27:33,10,3738.2,Pending,Morgan PLC
O1168,C140,P081,2025-01-07 15:37:46,3,512.4300000000001,Canceled,Edwards PLC
O1168,C016,P064,2025-01-07 15:37:46,9,2581.7400000000002,Canceled,Edwards PLC
O1168,C097,P035,2025-01-07 15:37:46,2,27.12,Canceled,Edwards PLC
O1168,C077,P068,2025-01-07 15:37:46,5,201.9,Canceled,Edwards PLC
O1169,C050,P045,2025-01-03 02:43:20,6,192.78000000000003,Canceled,"Brewer, Mills and Edwards"
O1170,C096,P012,2025-01-08 19:22:05,10,3037.7999999999997,Canceled,"Lawrence, Morgan and Reed"
O1170,C176,P048,2025-01-08 19:22:05,5,1694.9,Canceled,"Lawrence, Morgan and Reed"
O1170,C052,P036,2025-01-08 19:22:05,10,3356.8,Canceled,"Lawrence, Morgan and Reed"
O1170,C167,P059,2025-01-08 19:22:05,2,442.24,Canceled,"Lawrence, Morgan and Reed"
O1171,C018,P035,2025-01-12 01:12:43,5,67.8,Canceled,Jackson-Williams
O1172,C026,P010,2025-01-10 11:39:24,8,221.44,Canceled,Allen LLC
O1172,C177,P054,2025-01-10 11:39:24,4,1008.32,Canceled,Allen LLC
O1172,C123,P063,2025-01-10 11:39:24,3,687.75,Canceled,Allen LLC
O1173,C042,P045,2025-01-06 07:12:56,2,64.26,Canceled,Brooks and Sons
O1174,C031,P077,2025-01-10 16:28:40,5,1911.45,Pending,Cunningham-Watson
O1175,C178,P089,2025-01-08 13:33:28,10,1684.0,Canceled,"Kramer, Wood and Martin"
O1175,C140,P059,2025-01-08 13:33:28,3,663.36,Canceled,"Kramer, Wood and Martin"
O1176,C102,P084,2025-01-13 17:03:51,9,3353.85,Completed,Vaughan PLC
O1176,C123,P041,2025-01-13 17:03:51,4,1932.08,Completed,Vaughan PLC
O1176,C139,P014,2025-01-13 17:03:51,4,681.84,Completed,Vaughan PLC
O1177,C188,P030,2025-01-09 17:03:03,9,1428.93,Pending,Brown-Mack
O1177,C197,P061,2025-01-09 17:03:03,1,360.11,Pending,Brown-Mack
O1177,C193,P036,2025-01-09 17:03:03,1,335.68,Pending,Brown-Mack
O1178,C058,P020,2025-01-14 03:25:45,10,1834.8,Canceled,"Griffith, Williams and Martinez"
O1178,C103,P057,2025-01-14 03:25:45,7,2419.76,Canceled,"Griffith, Williams and Martinez"
O1178,C025,P066,2025-01-14 03:25:45,5,2321.8,Canceled,"Griffith, Williams and Martinez"
O1178,C174,P011,2025-01-14 03:25:45,9,458.09999999999997,Canceled,"Griffith, Williams and Martinez"
O1179,C077,P016,2025-01-05 10:59:23,4,1722.52,Canceled,
